Identifier-Analyte	Analyte_Name
A275006-101-xxx	M000000_A275006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A275007-101-xxx	M000000_A275007-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A275008-101-xxx	M000000_A275008-101-xxx_NA_0_FALSE_VAR5_FAME_Nigerose, D- (1MEOX) (8TMS)
A275009-101-xxx	M000000_A275009-101-xxx_NA_949378,19_TRUE_VAR5_FAME_Laminaribiose (1MEOX) (8TMS) BP
A275014-101-xxx	M000000_A275014-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A275015-101-xxx	M000000_A275015-101-xxx_NA_952450_TRUE_VAR5_FAME_Sophorose (1MEOX) (8TMS) MP
A275016-101-xxx	M000000_A275016-101-xxx_NA_953161,25_TRUE_VAR5_FAME_Leucrose (1MEOX) (8TMS) MP
A275017-101-xxx	M000000_A275017-101-xxx_NA_954401,62_TRUE_VAR5_FAME_Trehalose, beta,beta'- (8TMS)
A275018-101-xxx	M000000_A275018-101-xxx_NA_954091,56_TRUE_VAR5_FAME_Ajmaline (1MEOX) (2TMS) BP
A275019-101-xxx	M000000_A275019-101-xxx_NA_952541,06_TRUE_VAR5_FAME_Androstan-3,17-dione, 5alpha- (2MEOX)
A275020-101-xxx	M000000_A275020-101-xxx_NA_951508,88_PRED_VAR5_FAME_D275140
A276001-101-xxx	M000000_A276001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A276003-101-xxx	M000000_A276003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A276004-101-xxx	M000000_A276004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A276006-101-xxx	M000000_A276006-101-xxx_NA_949222,69_TRUE_VAR5_FAME_Lactitol (9TMS)
A276007-101-xxx	M000000_A276007-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A276008-101-xxx	M000000_A276008-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A276009-101-xxx	M000000_A276009-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A276011-101-xxx	M000000_A276011-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A276012-101-xxx	M000000_A276012-101-xxx_NA_0_FALSE_VAR5_FAME_1-Oleoyl-rac-glycerol (2TMS)
A276014-101-xxx	M000000_A276014-101-xxx_NA_0_FALSE_VAR5_FAME_Lactose_3_xTMS
A276015-101-xxx	M000000_A276015-101-xxx_NA_0_FALSE_VAR5_FAME_Lactulose_xTMS
A277001-101-xxx	M000000_A277001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A277002-101-xxx	M000000_A277002-101-xxx_NA_950714,56_TRUE_VAR5_FAME_Maltose (1MEOX) (8TMS) BP
A277004-101-xxx	M000000_A277004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A277005-101-xxx	M000000_A277005-101-xxx_NA_952760,25_TRUE_VAR5_FAME_Turanose (1MEOX) (8TMS) MP
A277006-101-xxx	M000000_A277006-101-xxx_NA_0_FALSE_VAR5_FAME_Guanosine (4TMS)  (coeluting with Guanosine (5TMS))
A277007-101-xxx	M000000_A277007-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A277011-101-xxx	M000000_A277011-101-xxx_NA_0_FALSE_VAR5_FAME_NA277011
A277012-101-xxx	M000000_A277012-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A277013-101-xxx	M000000_A277013-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A277014-101-xxx	M000000_A277014-101-xxx_NA_960491,88_TRUE_VAR5_FAME_Prostaglandin D2 (1MEOX) (3TMS) MP
A277015-101-xxx	M000000_A277015-101-xxx_NA_961716,31_TRUE_VAR5_FAME_Androst-4-en-3,17-dione (2MEOX) BP
A277016-101-xxx	M000000_A277016-101-xxx_NA_960900,62_TRUE_VAR5_FAME_Guanosine, 2'-deoxy- (4TMS)
A277017-101-xxx	M000000_A277017-101-xxx_NA_959567,44_TRUE_VAR5_FAME_Flavone, 5,7-dihydroxy- (2TMS)
A277018-101-xxx	M000000_A277018-101-xxx_NA_959851,81_TRUE_VAR5_FAME_Androst-4-en-3,17-dione (2MEOX) MP
A277021-101-xxx	M000000_A277021-101-xxx_NA_970251,5_TRUE_VAR5_FAME_Guanosine, 2'-deoxy- (5TMS)
A278001-101-xxx	M000000_A278001-101-xxx_NA_956049,5_TRUE_VAR5_FAME_Guanosine (5TMS)
A278002-101-xxx	M000000_A278002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A278003-101-xxx	M000000_A278003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A278004-101-xxx	M000000_A278004-101-xxx_NA_0_FALSE_VAR5_FAME_similar to Octadecanoic acid-2,3-dihydroxypropylester (2TMS)
A278005-101-xxx	M000000_A278005-101-xxx_NA_952992,44_PRED_VAR5_FAME_NA278005
A278007-101-xxx	M000000_A278007-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A278009-101-xxx	M000000_A278009-101-xxx_NA_0_FALSE_VAR5_FAME_Siloxane
A278010-101-xxx	M000000_A278010-101-xxx_NA_0_FALSE_VAR5_FAME_Cellobiose, D- (8TMS)
A278011-101-xxx	M000000_A278011-101-xxx_NA_962664,81_TRUE_VAR5_FAME_alpha-D-Galactopyranosyl-(1,4)-D-galactopyranoside (1MEOX) (8TMS) BP
A278012-101-xxx	M000000_A278012-101-xxx_NA_962347,19_TRUE_VAR5_FAME_Sophorose (1MEOX) (8TMS) BP
A278013-101-xxx	M000000_A278013-101-xxx_NA_962380,62_PRED_VAR5_FAME_D278931
A278014-101-xxx	M000000_A278014-101-xxx_NA_0_FALSE_VAR5_FAME_Cytidine_3TMS
A279001-101-xxx	M000000_A279001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A279002-101-xxx	M000000_A279002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A279003-101-xxx	M000000_A279003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A279004-101-xxx	M000000_A279004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A279005-101-xxx	M000000_A279005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A279007-101-xxx	M000000_A279007-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A279008-101-xxx	M000000_A279008-101-xxx_NA_967332,44_TRUE_VAR5_FAME_Prostaglandin E2 (1MEOX) (3TMS) MP
A279009-101-xxx	M000000_A279009-101-xxx_NA_967807,69_TRUE_VAR5_FAME_Lactobionic acid (TMS) MP
A279010-101-xxx	M000000_A279010-101-xxx_NA_967620,62_TRUE_VAR5_FAME_Neuraminic acid, N-glycolyl- (1TMS) (7TMS) MP
A279011-101-xxx	M000000_A279011-101-xxx_NA_966215,94_TRUE_VAR5_FAME_Pregnane-3alpha-ol-20-one, 5alpha- (1MEOX) (1TMS)
A279012-101-xxx	M000000_A279012-101-xxx_NA_972262,81_TRUE_VAR5_FAME_Taxifolin (1MEOX) (5TMS) MP
A279013-101-xxx	M000000_A279013-101-xxx_NA_964417,38_PRED_VAR5_FAME_Neuraminic acid, N-glycolyl- (1TMS) (7TMS) BP
A280001-101-xxx	M000000_A280001-101-xxx_NA_965646,81_PRED_VAR5_FAME_Octacosane, n-
A280002-101-xxx	M000000_A280002-101-xxx_NA_967249,69_TRUE_VAR5_FAME_Adenosine, 5-methylthio- (3TMS)
A280003-101-xxx	M000000_A280003-101-xxx_NA_968331,12_PRED_VAR5_FAME_D280808
A280004-101-xxx	M000000_A280004-101-xxx_NA_966192,06_PRED_VAR5_FAME_D286510
A281001-101-xxx	M000000_A281001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A281002-101-xxx	M000000_A281002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A281003-101-xxx	M000000_A281003-101-xxx_NA_972779,19_TRUE_VAR5_FAME_Aspartic acid, N-(3-indolylacetyl)- (3TMS)
A281006-101-xxx	M000000_A281006-101-xxx_NA_972890,56_TRUE_VAR5_FAME_Tetracosenoic acid, 15-(Z)- (1TMS)
A282003-101-xxx	M000000_A282003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A282004-101-xxx	M000000_A282004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A282006-101-xxx	M000000_A282006-101-xxx_NA_967466,44_TRUE_VAR5_FAME_Indol-3-yl-glucoside, beta- (5TMS)
A282009-101-xxx	M000000_A282009-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A282010-101-xxx	M000000_A282010-101-xxx_NA_976401,81_TRUE_VAR5_FAME_Protopine (1TMS)
A282014-101-xxx	M000000_A282014-101-xxx_NA_0_FALSE_VAR5_FAME_Thymidine-5'-monophosphoric-acid_3TMS
A283001-101-xxx	M000000_A283001-101-xxx_NA_975313,19_TRUE_VAR5_FAME_Squalene, all-trans-
A283002-101-xxx	M000000_A283002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A283003-101-xxx	M000000_A283003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A283005-101-xxx	M000000_A283005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A283009-101-xxx	M000000_A283009-101-xxx_NA_978574,38_TRUE_VAR5_FAME_Pentacosanoic acid methyl ester
A283010-101-xxx	M000000_A283010-101-xxx_NA_952200_TRUE_VAR5_FAME_Cellobiitol (9TMS)
A283011-101-xxx	M000000_A283011-101-xxx_NA_964826,06_TRUE_VAR5_FAME_Gentiobiose (1MEOX) (8TMS) MP
A283012-101-xxx	M000000_A283012-101-xxx_NA_977999,81_TRUE_VAR5_FAME_Prostaglandin E1, 6-oxo- (1MEOX) (4TMS) MP
A283013-101-xxx	M000000_A283013-101-xxx_NA_976650_TRUE_VAR5_FAME_Prostaglandin F1A, 6-oxo- (1MEOX) (4TMS) MP
A283014-101-xxx	M000000_A283014-101-xxx_NA_979086,19_TRUE_VAR5_FAME_Estrone, 16alpha-hydroxy- (1MEOX) (2TMS) MP
A283015-101-xxx	M000000_A283015-101-xxx_NA_978341,12_TRUE_VAR5_FAME_Androst-4-en-3,17-dione, 19-hydroxy- (1MEOX) (1TMS) MP
A283016-101-xxx	M000000_A283016-101-xxx_NA_975166,69_PRED_VAR5_FAME_D283309
A284001-101-xxx	M000000_A284001-101-xxx_NA_971456,62_TRUE_VAR5_FAME_Maltitol (9TMS)
A284002-101-xxx	M000000_A284002-101-xxx_NA_992527,12_TRUE_VAR5_FAME_Naringenin (3TMS)
A284003-101-xxx	M000000_A284003-101-xxx_NA_1014988,31_TRUE_VAR5_FAME_Naringenin (1MEOX) (3TMS)
A284004-101-xxx	M000000_A284004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A284005-101-xxx	M000000_A284005-101-xxx_NA_977797,94_TRUE_VAR5_FAME_Tetracosanoic acid (1TMS)
A284006-101-xxx	M000000_A284006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A284008-101-xxx	M000000_A284008-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A284009-101-xxx	M000000_A284009-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A284011-101-xxx	M000000_A284011-101-xxx_NA_953216,25_TRUE_VAR5_FAME_Epicatechin [-O] (4TMS)
A284013-101-xxx	M000000_A284013-101-xxx_NA_979465,56_TRUE_VAR5_FAME_Adenosine, alpha- (4TMS) BP
A284014-101-xxx	M000000_A284014-101-xxx_NA_981857,5_TRUE_VAR5_FAME_Estradiol, 2-methoxy- (2TMS)
A284015-101-xxx	M000000_A284015-101-xxx_NA_980824,56_TRUE_VAR5_FAME_Estrone, 16alpha-hydroxy- (1MEOX) (2TMS) BP
A285001-101-xxx	M000000_A285001-101-xxx_NA_0_FALSE_VAR5_FAME_NA285001 (classified unknown)
A285002-101-xxx	M000000_A285002-101-xxx_NA_973180,06_TRUE_VAR5_FAME_Palatinose (1MEOX) (8TMS)
A285003-101-xxx	M000000_A285003-101-xxx_NA_972349,19_TRUE_VAR5_FAME_Gentiobiose (1MEOX) (8TMS) BP
A285005-101-xxx	M000000_A285005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A285009-101-xxx	M000000_A285009-101-xxx_NA_984332,31_TRUE_VAR5_FAME_Secologanin (TMS) BP2
A285010-101-xxx	M000000_A285010-101-xxx_NA_983059,56_TRUE_VAR5_FAME_Androst-4-en-3,17-dione, 19-hydroxy- (1MEOX) (1TMS) BP
A285012-101-xxx	M000000_A285012-101-xxx_NA_980456,31_PRED_VAR5_FAME_D285215
A286001-101-xxx	M000000_A286001-101-xxx_NA_0_FALSE_VAR5_FAME_NA286001 (classified unknown)
A286002-101-xxx	M000000_A286002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A286003-101-xxx	M000000_A286003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A286004-101-xxx	M000000_A286004-101-xxx_NA_0_FALSE_VAR5_FAME_NA286004 (classified unknown)
A286005-101-xxx	M000000_A286005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A286009-101-xxx	M000000_A286009-101-xxx_NA_985345,19_TRUE_VAR5_FAME_Estrone, 2-methoxy- (1MEOX) (1TMS) MP
A286010-101-xxx	M000000_A286010-101-xxx_NA_987654_TRUE_VAR5_FAME_Pregn-5-ene-3beta-ol-20-one (1MEOX) (1TMS) MP
A286011-101-xxx	M000000_A286011-101-xxx_NA_985630,81_TRUE_VAR5_FAME_Epicatechin (5TMS)
A286012-101-xxx	M000000_A286012-101-xxx_NA_986599,88_TRUE_VAR5_FAME_Piceatannol (4TMS) MP
A286014-101-xxx	M000000_A286014-101-xxx_NA_982809,69_PRED_VAR5_FAME_D283884
A287001-101-xxx	M000000_A287001-101-xxx_NA_981176,19_TRUE_VAR5_FAME_Isomaltose (1MEOX) (8TMS) MP
A287002-101-xxx	M000000_A287002-101-xxx_NA_0_FALSE_VAR5_FAME_Daidzein (2TMS)
A287003-101-xxx	M000000_A287003-101-xxx_NA_978635,62_TRUE_VAR5_FAME_Melibiose (1MEOX) (8TMS) MP
A287005-101-xxx	M000000_A287005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A287007-101-xxx	M000000_A287007-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A287008-101-xxx	M000000_A287008-101-xxx_NA_991048,75_TRUE_VAR5_FAME_alpha-D-Glucopyranosyl-(1,6)-D-glucitol (9TMS)
A287009-101-xxx	M000000_A287009-101-xxx_NA_994113,75_TRUE_VAR5_FAME_alpha-D-Glucopyranosyl-(1,6)-D-mannitol (9TMS)
A287010-101-xxx	M000000_A287010-101-xxx_NA_988233,62_TRUE_VAR5_FAME_Estrone, 2-methoxy- (1MEOX) (1TMS) BP
A287011-101-xxx	M000000_A287011-101-xxx_NA_988336,75_TRUE_VAR5_FAME_Androst-4-en-3,17-dione, 19-hydroxy- (2MEOX) (1TMS) MP
A287013-101-xxx	M000000_A287013-101-xxx_NA_987681,12_PRED_VAR5_FAME_D287727
A287014-101-xxx	M000000_A287014-101-xxx_NA_0_FALSE_VAR5_FAME_Palatinose_8TMS
A288001-101-xxx	M000000_A288001-101-xxx_NA_1006216,69_TRUE_VAR5_FAME_Hesperetin (4TMS)
A288002-101-xxx	M000000_A288002-101-xxx_NA_1014070,94_TRUE_VAR5_FAME_Hesperetin (3TMS)
A288003-101-xxx	M000000_A288003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A288004-101-xxx	M000000_A288004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A288008-101-xxx	M000000_A288008-101-xxx_NA_1031794,88_TRUE_VAR5_FAME_Hesperetin (1MEOX) (3TMS)
A288009-101-xxx	M000000_A288009-101-xxx_NA_978838,56_TRUE_VAR5_FAME_Uridine 5'-monophosphate (5TMS)
A288010-101-xxx	M000000_A288010-101-xxx_NA_992061,81_TRUE_VAR5_FAME_Secologanin (TMS) BP1
A288011-101-xxx	M000000_A288011-101-xxx_NA_991612,5_TRUE_VAR5_FAME_Pregnenolone, 17alpha-hydroxy- (1MEOX) (2TMS) BP
A288012-101-xxx	M000000_A288012-101-xxx_NA_992589,56_TRUE_VAR5_FAME_Androst-4-en-3,17-dione, 19-hydroxy- (2MEOX) (1TMS) BP
A288013-101-xxx	M000000_A288013-101-xxx_NA_990751,81_PRED_VAR5_FAME_D288804
A289001-101-xxx	M000000_A289001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A289002-101-xxx	M000000_A289002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A289003-101-xxx	M000000_A289003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A289005-101-xxx	M000000_A289005-101-xxx_NA_986259_TRUE_VAR5_FAME_Catechin (5TMS)
A289006-101-xxx	M000000_A289006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A289009-101-xxx	M000000_A289009-101-xxx_NA_994625,19_TRUE_VAR5_FAME_Prostaglandin E1, 6-oxo- (1MEOX) (4TMS) BP
A289010-101-xxx	M000000_A289010-101-xxx_NA_993372,81_TRUE_VAR5_FAME_Aphidicolin (4TMS)
A289011-101-xxx	M000000_A289011-101-xxx_NA_0_FALSE_VAR5_FAME_18|0_8|0_Mycolic_acid_1MeO
A290002-101-xxx	M000000_A290002-101-xxx_NA_987198,69_TRUE_VAR5_FAME_Melibiose (1MEOX) (8TMS) BP
A290003-101-xxx	M000000_A290003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A290004-101-xxx	M000000_A290004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A290005-101-xxx	M000000_A290005-101-xxx_NA_0_FALSE_VAR5_FAME_Nonacosane, n-
A290008-101-xxx	M000000_A290008-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A290009-101-xxx	M000000_A290009-101-xxx_NA_938147,56_PRED_VAR5_FAME_Gibberellin A3 (3TMS)
A290010-101-xxx	M000000_A290010-101-xxx_NA_956311,31_PRED_VAR5_FAME_Gibberellin A3 (3TMS)
A290011-101-xxx	M000000_A290011-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A290012-101-xxx	M000000_A290012-101-xxx_NA_951088_PRED_VAR5_FAME_Gibberellin A1 (3TMS)
A290013-101-xxx	M000000_A290013-101-xxx_NA_996283,56_TRUE_VAR5_FAME_Adrenosterone (2MEOX) MP
A290014-101-xxx	M000000_A290014-101-xxx_NA_996184,69_TRUE_VAR5_FAME_Pregnane-3,20-dione, 5beta- (2MEOX) MP
A290015-101-xxx	M000000_A290015-101-xxx_NA_998208,19_TRUE_VAR5_FAME_Secologanin (TMS) MP
A290016-101-xxx	M000000_A290016-101-xxx_NA_997809,5_TRUE_VAR5_FAME_Estriol (3TMS)
A290017-101-xxx	M000000_A290017-101-xxx_NA_0_FALSE_VAR5_FAME_Melibiose_8TMS
A291001-101-xxx	M000000_A291001-101-xxx_NA_0_FALSE_VAR5_FAME_Tocopherol, delta- (1TMS)
A291002-101-xxx	M000000_A291002-101-xxx_NA_990504,94_TRUE_VAR5_FAME_Isomaltose (1MEOX) (8TMS) BP
A291003-101-xxx	M000000_A291003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A291005-101-xxx	M000000_A291005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A291007-101-xxx	M000000_A291007-101-xxx_NA_0_FALSE_VAR5_FAME_Siloxane
A291008-101-xxx	M000000_A291008-101-xxx_NA_1000360,56_TRUE_VAR5_FAME_Loganin (5TMS)
A291009-101-xxx	M000000_A291009-101-xxx_NA_998992,69_TRUE_VAR5_FAME_Isoflavone, 5,7-dihydroxy-4'-methoxy- (2TMS)
A291010-101-xxx	M000000_A291010-101-xxx_NA_999647,75_TRUE_VAR5_FAME_Epigallocatechin (6TMS)
A291011-101-xxx	M000000_A291011-101-xxx_NA_997885,62_PRED_VAR5_FAME_D291398
A292001-101-xxx	M000000_A292001-101-xxx_NA_0_FALSE_VAR5_FAME_NA292001 (classified unknown)
A292003-101-xxx	M000000_A292003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A292004-101-xxx	M000000_A292004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A292005-101-xxx	M000000_A292005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A292006-101-xxx	M000000_A292006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A292008-101-xxx	M000000_A292008-101-xxx_NA_1001819,94_TRUE_VAR5_FAME_Morin (5TMS)
A292009-101-xxx	M000000_A292009-101-xxx_NA_1002031,56_TRUE_VAR5_FAME_Pregnenolone, 17alpha-hydroxy- (1MEOX) (2TMS) MP
A292010-101-xxx	M000000_A292010-101-xxx_NA_1001643,12_PRED_VAR5_FAME_D292711
A292011-101-xxx	M000000_A292011-101-xxx_NA_0_FALSE_VAR5_FAME_Deoxyuridine_2TMS
A293001-101-xxx	M000000_A293001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A293004-101-xxx	M000000_A293004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A293006-101-xxx	M000000_A293006-101-xxx_NA_1004042,06_PRED_VAR5_FAME_D293621
A294001-101-xxx	M000000_A294001-101-xxx_NA_0_FALSE_VAR5_FAME_NA294001 (classified unknown)
A294002-101-xxx	M000000_A294002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A294003-101-xxx	M000000_A294003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A294004-101-xxx	M000000_A294004-101-xxx_NA_1005750,19_TRUE_VAR5_FAME_Pentacosanoic acid (1TMS)
A294006-101-xxx	M000000_A294006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A294008-101-xxx	M000000_A294008-101-xxx_NA_1006900_TRUE_VAR5_FAME_Hexacosanoic acid methyl ester (FAME MIX)
A294009-101-xxx	M000000_A294009-101-xxx_NA_1008027,94_TRUE_VAR5_FAME_Pregnane-3,20-dione, 5alpha-allo- (2MEOX) MP
A295001-101-xxx	M000000_A295001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A295002-101-xxx	M000000_A295002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A295003-101-xxx	M000000_A295003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A295006-101-xxx	M000000_A295006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A295007-101-xxx	M000000_A295007-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A295008-101-xxx	M000000_A295008-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A295011-101-xxx	M000000_A295011-101-xxx_NA_0_FALSE_VAR5_FAME_Siloxane
A295012-101-xxx	M000000_A295012-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A295013-101-xxx	M000000_A295013-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A295014-101-xxx	M000000_A295014-101-xxx_NA_1011127,44_TRUE_VAR5_FAME_Eriodictyol (5TMS)
A295015-101-xxx	M000000_A295015-101-xxx_NA_1012069,81_TRUE_VAR5_FAME_Pregnane-3,20-dione, 5alpha-allo- (2MEOX) BP
A295017-101-xxx	M000000_A295017-101-xxx_NA_1008926,31_PRED_VAR5_FAME_D295341
A296001-101-xxx	M000000_A296001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A296003-101-xxx	M000000_A296003-101-xxx_NA_0_FALSE_VAR5_FAME_NA296003 (classified unknown)
A296004-101-xxx	M000000_A296004-101-xxx_NA_1008325,38_PRED_VAR5_FAME_NA
A296005-101-xxx	M000000_A296005-101-xxx_NA_1010254,44_TRUE_VAR5_FAME_Taxifolin (5TMS)
A296006-101-xxx	M000000_A296006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A296007-101-xxx	M000000_A296007-101-xxx_NA_1013016,75_TRUE_VAR5_FAME_Androst-4-en-3,17-dione, 11beta-hydroxy- (2MEOX) (1TMS) MP
A297001-101-xxx	M000000_A297001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A297003-101-xxx	M000000_A297003-101-xxx_NA_1014961,56_TRUE_VAR5_FAME_Androst-4-en-3,17-dione, 11beta-hydroxy- (2MEOX) (1TMS) BP
A297004-101-xxx	M000000_A297004-101-xxx_NA_1037375,06_TRUE_VAR5_FAME_Pregn-5-ene-3,17,21-triol-20-one (1MEOX) (3TMS)
A297005-101-xxx	M000000_A297005-101-xxx_NA_1015606,62_PRED_VAR5_FAME_D304560
A297006-101-xxx	M000000_A297006-101-xxx_NA_0_FALSE_VAR5_FAME_Adenosine-3'-monophosphoric-acid_5TMS
A298001-101-xxx	M000000_A298001-101-xxx_NA_0_FALSE_VAR5_FAME_NA298001 (classified unknown)
A298003-101-xxx	M000000_A298003-101-xxx_NA_1018868,88_TRUE_VAR5_FAME_Inosine-5'-monophosphate (5TMS)
A298004-101-xxx	M000000_A298004-101-xxx_NA_1018910,94_TRUE_VAR5_FAME_Ampelopsin (6TMS)
A298005-101-xxx	M000000_A298005-101-xxx_NA_1020192,44_TRUE_VAR5_FAME_Progesterone (2MEOX) MP
A298006-101-xxx	M000000_A298006-101-xxx_NA_1017416,31_PRED_VAR5_FAME_D305010
A298007-101-xxx	M000000_A298007-101-xxx_NA_1018757,75_PRED_VAR5_FAME_D305730
A299001-101-xxx	M000000_A299001-101-xxx_NA_1015689,69_TRUE_VAR5_FAME_Quinic acid, 3-caffeoyl-, cis- (6TMS)
A299002-101-xxx	M000000_A299002-101-xxx_NA_1013789,12_TRUE_VAR5_FAME_Galactinol (9TMS)
A299003-101-xxx	M000000_A299003-101-xxx_NA_0_FALSE_VAR5_FAME_Tocopherol, beta- (1TMS)
A299004-101-xxx	M000000_A299004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A299005-101-xxx	M000000_A299005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A299008-101-xxx	M000000_A299008-101-xxx_NA_1004786,88_TRUE_VAR5_FAME_Spermine [+CO2] (6TMS)
A299009-101-xxx	M000000_A299009-101-xxx_NA_1021728,62_TRUE_VAR5_FAME_Progesterone (2MEOX) BP
A300001-101-xxx	M000000_A300001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A300002-101-xxx	M000000_A300002-101-xxx_NA_1022010,75_TRUE_VAR5_FAME_Tocopherol, gamma- (1TMS)
A300003-101-xxx	M000000_A300003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A300004-101-xxx	M000000_A300004-101-xxx_NA_0_FALSE_VAR5_FAME_Triacontane, n-
A300005-101-xxx	M000000_A300005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A300006-101-xxx	M000000_A300006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A300007-101-xxx	M000000_A300007-101-xxx_NA_1025521,94_TRUE_VAR5_FAME_Pregn-4-ene-20alpha-ol-3-one (1MEOX) (1TMS) BP
A300008-101-xxx	M000000_A300008-101-xxx_NA_1023923,12_TRUE_VAR5_FAME_Pregn-4-ene-20alpha-ol-3-one (1MEOX) (1TMS) MP
A300010-101-xxx	M000000_A300010-101-xxx_NA_1022584,81_PRED_VAR5_FAME_D300270
A301001-101-xxx	M000000_A301001-101-xxx_NA_1020717,5_TRUE_VAR5_FAME_Quinic acid, 4-caffeoyl-, cis- (6TMS)
A301002-101-xxx	M000000_A301002-101-xxx_NA_1019777,5_TRUE_VAR5_FAME_Quinic acid, 5-caffeoyl-, cis- (6TMS)
A301003-101-xxx	M000000_A301003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A301004-101-xxx	M000000_A301004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A301005-101-xxx	M000000_A301005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A301006-101-xxx	M000000_A301006-101-xxx_NA_1028205,88_TRUE_VAR5_FAME_N,N'-Diacetylchitobiose (1MEOX) (6TMS) MP
A302001-101-xxx	M000000_A302001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A302002-101-xxx	M000000_A302002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A302003-101-xxx	M000000_A302003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
